,Job Title,Location,Date,Link,Job Attributes,Job Description
82,Nurse II (Andrew House Boston),Jamacia Plain,Dec  2,https://boston.craigslist.org/gbs/npo/d/jamaica-plain-nurse-ii-andrew-house/7240565006.html,"
compensation: TBD

employment type: part-time

non-profit organization

","

QR Code Link to This Post




Recognized by the Boston Globe as one of the Top Places To Work, Bay Cove Human Services is a private, not-for-profit corporation that provides a wide variety of services to individuals and their families who face the life-long challenges of developmental disabilities, aging, mental illness and drug and alcohol addiction. We have a wide variety of programs available to our clients including residential services, employment support, and day habilitation programs. Bay Cove's 2,000 highly trained employees serve more than 20,000 individuals and their families each year at more than 160 different program sites throughout Greater Boston and southeastern Massachusetts. 


To find out more about Bay Cove and gain access to all of our current openings, click the banner above. 


Nurse II




Requisition #10208
Nurse II (Andrew House Boston, Jamaica Plain)
Schedule: Monday 3p-11p, Tuesday 7a-3p, Friday and Saturday 7a-3p
Salary: TBD




Responsibilities:

Bay Cove Human Services, Inc.a leading Massachusetts human services organization, seeks a Nurse II to join us in our mission to provide high-quality services to adults who face the life-long challenges of mental illness, aging and drug and alcohol dependency.The Nurse II will be responsible for the care of patients in the unit and asses changes in patient conditions.The detoxification center is an acute treatment facility which provides medically monitored services to men and women who need short-term detoxification from alcohol, heroin and other opiates.We are looking for someone who strive to:
 
Challenge thinking.Be different.Lead change.Bay Cove is looking for people who are inspired and inspiring.You will:
 
Medicate PRN, according to standing orders.Telephone and initial screen of all patients for admission, obtaining an as medically accurate history as possible.Keep accurate nursing notes describing patients' physical conditions and activities.Record all medications.Narcotic count at beginning and end of shift.Thoroughly and accurately report patients' status for the oncoming shift.Report unusual events to Director of Nurses, Director or Assistant Director.Observe for signs and symptoms of medication toxicity/psychiatric in the dually diagnosed.Conduct condition checks every hour and more frequently as required in the disorganized and suicidal client.Participate in ongoing discharge planning with counseling staff and administrators.

Qualifications:

What you will need to bring:
 
Licensure- Massachusetts registration or license in nursing.Experience – Experience involving acute admissions on either a medical, surgical or emergency service preferred.Prior substance abuse experience preferred.Will train Grads.
Driving License Required? Yes



Benefits:

Excellent benefits package including health and dental insurance, 403(b) retirement plan, tuition reimbursement/remission, paid vacation & holidays, sick time pay, and employee referral bonuses.



TO APPLY:

Apply online by going to https://www.baycove/org/apply/index.cfm?pid=10208.


Bay Cove Human Services, 66 Canal Street, Boston, MA 02114 


Bay Cove is an Equal Opportunity/Affirmative Action Employer
"
83,Nurse II (Best Boston),Boston,Dec  2,https://boston.craigslist.org/gbs/npo/d/boston-nurse-ii-best-boston/7240564253.html,"
compensation: $35.00 Hourly

employment type: part-time

non-profit organization

","

QR Code Link to This Post




Recognized by the Boston Globe as one of the Top Places To Work, Bay Cove Human Services is a private, not-for-profit corporation that provides a wide variety of services to individuals and their families who face the life-long challenges of developmental disabilities, aging, mental illness and drug and alcohol addiction. We have a wide variety of programs available to our clients including residential services, employment support, and day habilitation programs. Bay Cove's 2,000 highly trained employees serve more than 20,000 individuals and their families each year at more than 160 different program sites throughout Greater Boston and southeastern Massachusetts. 


To find out more about Bay Cove and gain access to all of our current openings, click the banner above. 


Nurse II




Requisition #10211
Nurse II (BEST Boston CCS (Crisis Stabilization Unit), Boston)
Schedule: Saturday, Sunday, Monday 

4p-12:30a
Salary: $35/hour




Responsibilities:

The charge nurse is responsible for running a 17 bed crisis stabilization unit during their shift.The charge nurse is responsible for providing direct services for clients at  the CCS in a manner that promotes clients’ safety, overall health, their effective resolution of crises, and their reintegration into community based services.Maintains effective communications with the pharmacy and ensures that medication systems meet all required standards for storage, documentation, administration, and disposal.Provides direct services to clients at the CSU including medication administration, health assessments, and treatment and completes documentation as required.Participation in daily rounds with multidisciplinary team
Coordinates admissions and discharges to and from the unit.Ensures that safety protocols are routinely reviewed and followed consistently by shift staff (such as emergency systems; identification and remedy of facility safety hazards; security systems; lock up of sharps and any potential toxins; hazardous waste management; checks protocols, checking vitals protocols, etc).

Qualifications:

Massachusetts Licensed Registered Nurse with a minimum of three years nursing experience in the delivery of behavioral health services to adults and/or children and adolescents
Current certification in CPR

Ability to work collaboratively as a member of multi-disciplinary and cross-functional teams.Demonstrated ability to work in a pressured situation and maintain clarity, focus, judgment, and compassion
Ability to identify problems and initiate solutions to problems 
Ability to work with people in crisis in a hopeful and compassionate manner and model this for others
Ability to work independently
Driving License Required? No



Benefits:

Excellent benefits package including health and dental insurance, 403(b) retirement plan, tuition reimbursement/remission, paid vacation & holidays, sick time pay, and employee referral bonuses.



TO APPLY:

Apply online by going to https://www.baycove/org/apply/index.cfm?pid=10211.


Bay Cove Human Services, 66 Canal Street, Boston, MA 02114 


Bay Cove is an Equal Opportunity/Affirmative Action Employer
"
84,Nurse I - Per Diem (Early Intervention),Dorchester,Dec  2,https://boston.craigslist.org/gbs/npo/d/dorchester-center-nurse-per-diem-early/7240546675.html,"
compensation: $65.00 Hourly

employment type: full-time

non-profit organization

","

QR Code Link to This Post




Recognized by the Boston Globe as one of the Top Places To Work, Bay Cove Human Services is a private, not-for-profit corporation that provides a wide variety of services to individuals and their families who face the life-long challenges of developmental disabilities, aging, mental illness and drug and alcohol addiction. We have a wide variety of programs available to our clients including residential services, employment support, and day habilitation programs. Bay Cove's 2,000 highly trained employees serve more than 20,000 individuals and their families each year at more than 160 different program sites throughout Greater Boston and southeastern Massachusetts. 






Requisition #10176
Nurse I - Per Diem (Early Intervention, Dorchester)
Schedule: TBD
Salary: $65/hr




Responsibilities:

Provides therapeutic intervention with children and their caregivers as needed on assigned cases.Provides service coordination of assigned cases, including home visits, crisis management collateral contacts, and transition planning.Facilitates developmental assessments on all assigned cases and participates in assessments of children assigned to other team members, including doing the written reports of such assessments.Provides group leadership as assigned (parent and /or child groups), including planning, setup, cleanup and playroom maintenance with co-leader
Maintains written case records in accordance with QA requirements/
Attends all necessary meetings (such as IEP planning meetings) prior to child’s transition out of the program
Has knowledge of and adheres to DPH service and billing guidelines 
Attends supervision, management and staff meetings regularly.Performs other duties as assigned by supervisor

Qualifications:

Master’s degree in Nursing (plus MA license).
Driving License Required? Yes



Benefits:

Excellent benefits package including health and dental insurance, 403(b) retirement plan, tuition reimbursement/remission, paid vacation & holidays, sick time pay, and employee referral bonuses.



TO APPLY:

Apply online by going to https://www.baycove/org/apply/index.cfm?pid=10176.


Bay Cove Human Services, 66 Canal Street, Boston, MA 02114 


Bay Cove is an Equal Opportunity/Affirmative Action Employer"
85,Residential Counselors/Awake Overnight Staff- HI Needed,"Randolph, MA",Dec  2,https://boston.craigslist.org/sob/npo/d/randolph-residential-counselors-awake/7240526306.html,"
compensation: $14-$15 Per hour

employment type: full-time

non-profit organization

","

QR Code Link to This Post


 Residential Counselors High Intensity and Awake Overnight Counselors High Intensity Needed!Randolph, MA Work with us at Vinfen  "
86,Per Diem Dosing Nurse,Boston,Dec  2,https://boston.craigslist.org/gbs/npo/d/boston-per-diem-dosing-nurse/7240491142.html,"
compensation: To Be Determined

employment type: part-time

non-profit organization

","

QR Code Link to This Post




Recognized by the Boston Globe as one of the Top Places To Work, Bay Cove Human Services is a private, not-for-profit corporation that provides a wide variety of services to individuals and their families who face the life-long challenges of developmental disabilities, aging, mental illness and drug and alcohol addiction. We have a wide variety of programs available to our clients including residential services, employment support, and day habilitation programs. Bay Cove's 2,000 highly trained employees serve more than 20,000 individuals and their families each year at more than 160 different program sites throughout Greater Boston and southeastern Massachusetts. 





Requisition #8910
Per Diem Dosing Nurse (Treatment Center, Boston)
Schedule: Per Diem
Salary: TBD




Responsibilities:

Assessment of  each client for appropriateness to receive methadone dose
Accurate use of breathalyzer
Accurate dose preparation
Accurate preparation of take home doses
Documentation of all medication dispensed
Proper documentation of spilled, wasted medication
Maintain safety (alarm, safe, dosing only with security staff present)
Maintain professional boundaries
Able to set consistent limits with clients
Accurate documentation of methadone inventory
Follow policies and procedures as outlined in Nursing Manual
Provide health education as needed
Maintain Universal Precautions

Qualifications:

Current RN or LPN license in Massachusetts
One year substance abuse or psychiatric experience preferred
Current CPR certification
Driving License Required? No



Benefits:

Excellent benefits package including health and dental insurance, 403(b) retirement plan, tuition reimbursement/remission, paid vacation & holidays, sick time pay, and employee referral bonuses.



TO APPLY:

Apply online by going to https://www.baycove/org/apply/index.cfm?pid=8910.


Bay Cove Human Services, 66 Canal Street, Boston, MA 02114 


Bay Cove is an Equal Opportunity/Affirmative Action Employer
"
87,Per Diem Nurse II,Jamacia Plain,Dec  2,https://boston.craigslist.org/gbs/npo/d/jamaica-plain-per-diem-nurse-ii/7240489033.html,"
compensation: RN: $31/hr LPN: $25/hr

employment type: part-time

non-profit organization

","

QR Code Link to This Post




Recognized by the Boston Globe as one of the Top Places To Work, Bay Cove Human Services is a private, not-for-profit corporation that provides a wide variety of services to individuals and their families who face the life-long challenges of developmental disabilities, aging, mental illness and drug and alcohol addiction. We have a wide variety of programs available to our clients including residential services, employment support, and day habilitation programs. Bay Cove's 2,000 highly trained employees serve more than 20,000 individuals and their families each year at more than 160 different program sites throughout Greater Boston and southeastern Massachusetts. 






Requisition #7483
Per Diem Nurse II (Andrew House Boston, Jamaica Plain)
Schedule: Per Diem
Salary: RN: $31/hr
LPN: $25/hr




Responsibilities:

Andrew House Boston, a program of Bay Cove Human Services is a 24 bed acute treatment facility providing medically monitored services to men old who need short-term detoxification from alcohol, heroin and other opiates.The Nurse II will be responsible for the care of patients in the unit and asses changes in patient conditions.We are looking for someone who strives to:
 
Challenge thinking.Be different.Lead change.Bay Cove is looking for people who are inspired and inspiring.You will:
 
Medicate PRN, according to standing orders.Telephone and initial screen of all patients for admission, obtaining an as medically accurate history as possible.Keep accurate nursing notes describing patients' physical conditions and activities.Record all medications.Narcotic count at beginning and end of shift.Thoroughly and accurately report patients' status for the oncoming shift.Report unusual events to Director of Nurses, Director or Assistant Director.Observe for signs and symptoms of medication toxicity/psychiatric  in the dually diagnosed.Conduct condition checks every hour and more frequently as required in the disorganized and suicidal client.Participate in ongoing discharge planning with counseling staff and administrators.

Qualifications:

Massachusetts license.Experience involving acute admissions on either a medical, surgical or emergency service preferred.Prior substance abuse experience preferred.Will train New Grads.
Driving License Required? No



Benefits:

Excellent benefits package including health and dental insurance, 403(b) retirement plan, tuition reimbursement/remission, paid vacation & holidays, sick time pay, and employee referral bonuses.



TO APPLY:

Apply online by going to https://www.baycove/org/apply/index.cfm?pid=7483.


Bay Cove Human Services, 66 Canal Street, Boston, MA 02114 


Bay Cove is an Equal Opportunity/Affirmative Action Employer
"
88,"Recovery Coach-Housing Stabilization Team, SUN-THU, 12PM-8:30PM",N/A,Dec  1,https://boston.craigslist.org/bmw/npo/d/boston-recovery-coach-housing/7239942526.html,"
compensation: 38,000 per year

employment type: full-time

","

QR Code Link to This Post


SCHEDULE: 40hrs, Sunday - Thursday, 12:00 p.m. - 8.30 p.m.

JOB DESCRIPTION:

As a member of the multidisciplinary Housing Stabilization Team, the Recovery Coach provides peer support services to tenants with alcohol and/or other substance use disorders; gambling; and/or other addictive behaviors with co-occurring mental illnesses and/or comorbid/complex medical issues living in Pine Street Housing (this includes Scattered Sites, Congregate Housing, Veterans and Safe Haven program). The Addiction Recovery Coach demonstrates competency in their recovery from addiction, and utilizes their own lived experience and their use of successful coping skills to support tenants in their own recovery journeys. The Addiction Recovery Coach contributes to Pine Street’s mission by partnering with tenants to work towards personal goals in order to achieve greater independence and improved quality of life. The Recovery Coach assists, encourages and empowers tenants to take an active role in their recovery – at whatever stage they are in; by participating in clinical meetings, self-help groups; creating wellness/recovery/relapse prevention plans and connecting with agencies and organizations in support of the participant’s individual path towards improved wellness. The Recovery Coach, as part of the Housing Stabilization Team, will use Harm Reduction, Strengths-Based and Client-Centered care as the foundation of both support and treatment. Knowledge of and ability to use Stages of Change, Trauma-Informed Care and Motivational Interviewing are necessary for this role. The Recovery Coach will exhibit a willingness and ability to serve as a mentor to others who are in the process of recovery by sharing their own recovery experience, if applicable. 

REQUIREMENTS:
•Certified Addictions Recovery Coach, or actively working towards a CARC (Certification Addiction Recovery Coach certification and the ability to obtain certification within one (1) year of hire
•High School Diploma or GED
•Completed 5-day Recovery Coach Academy
•Strong written communication and oral skills
•Computer Proficiency
•Lived experience with recovery
•If a person in recovery, demonstrates ability to maintain 2 years of sustained and uninterrupted recovery at time of hire required
•At least one year of experience working in the Addictions/Mental health/Homeless services fields
•Understanding of less traditional Recovery and Harm Reduction Models, including (but not limited to), SMART Recovery, Moderation Management; S.O.S; Life Ring, DRA, etc
•Understanding of Medication Assisted Treatment options and various treatment models
•Knowledge of local addictions/recovery resources and networks
•Knowledge of Harm Reduction strategies, Trauma-Informed approaches and Motivational Interviewing techniques strongly preferred
•Strong commitment to the right of each person served to have helpful, non-judgmental, competent and continuous supports of their choosing
•Demonstrated ability working with diverse populations and the desire for cultural competency a Knowledge of effective crisis prevention and intervention techniques and ability to respond appropriately in crisis situations
•Experience working as part of a team 
PHYSICAL ABILITIES/SKILLS: 


REQUIRED: 
•Ability to sit for long periods of time; climb stairs; use a phone, computer, and other office equipment; do occasional lifting
•Ability to travel among program sites
•Ability to respond to on-call requests and travel as needed 

MENTAL ABILITIES/SKILLS

REQUIRED:
•Ability to work collaboratively as a member of multidisciplinary and cross-functional teams
•Ability to work with diverse staff and demonstrate cultural competency
•Demonstrate excellent interpersonal and communication skills that facilitate interaction among all the members of the Housing Department.
•Ability to function under pressure in a fast-paced human service environment
•Ability to be flexible, open, and responsive to ongoing administrative changes, including being able to work independently with a minimum of supervision
•Solid understanding of basic clinical and program model concepts
•Ability to develop, implement, and evaluate training curriculum for clinical and non-clinical staff
•Ability to manage multiple priorities at the same time, make decisions, and meet deadlines

PREFERRED:       
•Bilingual English and Spanish
•Valid MA driver’s license and access to a vehicle
•If a person is in recovery, 3-5 years of sustained and uninterrupted recovery preferred
•Experience working in community based mental health and/or substance abuse treatment facilities/programs
•Knowledge of local care-giving and advocacy resources for people experiencing: mental illness, substance abuse and dependence, trauma histories, head injury, medical illness, physical disabilities, relationship violence, criminal and civil justice system involvement
•Knowledge of Boston area service providers 
ESSENTIAL FUNCTIONS INCLUDE BUT ARE NOT LIMITED TO:

•Functions as a role model to peers, offer social and emotional support, hope and motivation, and exhibiting competency in personal recovery, and use of life coping skills, and serve as a consumer advocate. 
•Manage caseload, interact regularly, individually, in person or over the phone, in order to aid in their recovery from addiction.
•Assist person served in wellness planning and assist them to identify goals through a comprehensive wellness plan that focuses on self-identified goals such as preventing relapses and build healthy relationships, etc.
•Engage tenants in treatment and ensure that they have access to appropriate level of care, support relationships with provider, facilitate membership with recovery centers, accompany person served to meetings in order to enhance their recovery experience (AA, Faith based, SMART Recovery etc.).
•Provide stage-appropriate recovery information to individuals enrolled in the program.
•Share resources and linkages to resources to help person served regain independence within the community and mastery over their own recovery process such as supporting employment, serve as a gateway to larger recovery community, foster positive social network, facilitate access to education.
•Provide information on resources that meet the tenants’ needs and coordinate and navigate support services related to accessing resources such as detox, respite beds, medical and psychiatric medication evaluation, and referrals to PHP; connect tenants to wrap around services, identify culturally and linguistically sensitive services, navigate the criminal justice system, attend some appointments.  
•Maintain accurate records and documentation in accordance with program standards including, case notes and referrals when applicable. Maintain Electronic Health Records records in a timely and accurate fashion.   
•Provide upstream interventions when possible, working with the Housing Stabilization Team and Housing Team for high-risk tenants, and intervene at staff’s request when warning signs are first appearing by assisting with wellness checks and/or participating in case management sessions, when substance use is a part of the presenting issues. 
•Participate and contribute as requested by Crisis Response Coordinator or Tenant, in case conference and collaboration meetings.  
•Provide guidance and training to other team members around client substance use issues and resources available.
•Collaborate with Housing Stabilization Team clinicians to develop safety plans, crisis plans, and clinical risk response plans for tenants as needed. Ensure that these are built on the person's strengths and preferences, and identify strategies the person and the team will utilize to address and mitigate risks as it pertains to substance abuse. 
•Attend all mandatory trainings and other trainings that will enhance ability to assist tenants in maintaining and enhancing their quality of life.
•Uphold the rights of all tenants. Be continually aware of these rights and act in accordance with these rights. Interact with tenants in ways, which establish a climate of respect for human dignity.
•Work cooperatively with representatives of all PSI departments, including, but not limited to, development and external affairs, finance, and human resources.
•Represent PSI in a professional manner in all contacts with neighbors and representatives of other agencies
•Perform additional duties as required.
•Other duties as assigned in order to meet the needs of the organization during the COVID-19 pandemic or other public health or weather emergency.
Apply at: https://www.pinestreetinn.org/aboutus/careers

"
89,Assistant Food Pantry Manager,Framingham,Dec  1,https://boston.craigslist.org/bmw/npo/d/framingham-assistant-food-pantry-manager/7239941056.html,"
compensation: Hourly - depending upon experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Local non-profit organization looking for a competent individual to assist management with the daily operation of a busy food pantry.  Responsibilities include staffing a busy reception/intake desk and dealing directly with the public. Must be computer literate, able to accurately input data and have the ability to multi-task in a fast-paced environment.  Spanish and Portuguese speaking a plus.  30-35 hours per week. Competitive compensation. Equal Opportunity Employer.    "
90,Clinical Care Manager (Boston Care Team 2),Jamacia Plain,Dec  1,https://boston.craigslist.org/gbs/npo/d/jamaica-plain-clinical-care-manager/7239876368.html,"
compensation: $63,000 - $67,000 Annually

employment type: full-time

non-profit organization

","

QR Code Link to This Post




Recognized by the Boston Globe as one of the Top Places To Work, Bay Cove Human Services is a private, not-for-profit corporation that provides a wide variety of services to individuals and their families who face the life-long challenges of developmental disabilities, aging, mental illness and drug and alcohol addiction. We have a wide variety of programs available to our clients including residential services, employment support, and day habilitation programs. Bay Cove's 2,000 highly trained employees serve more than 20,000 individuals and their families each year at more than 160 different program sites throughout Greater Boston and southeastern Massachusetts. 






Requisition #10471
Clinical Care Manager (Boston Care Team 2, Jamaica Plain)
Schedule: Monday-Friday / No Nights/No Weekends/No On Call
Salary: $63,000-$67,000 dependent on independent licensure




Responsibilities:

Bay Cove Human Services, Inc.a leading Massachusetts human services organization, seeks a Clinical Care Manger- Licensed Clinician (CMM) who will be an integral member of Care Teams that will deliver care coordination services to MassHealth members.The CMM- Licensed Clinician collaborates with their respective Community Partner team and the clinical staff of each Enrollee’s ACO/MCO’s plan to minimize duplicative efforts, promote integrated care, ensure quality and continuity of care, and support the values of person centered planning, Community First and SAMHSA Recovery Principles.We are looking for someone who strives to: Challenge thinking.Be different.Lead change.Bay Cove is looking for people who are inspired and inspiring.What you will do: 
Outreach to and engage enrollees enrolled in ACO and referred for CP program.Conduct comprehensive assessment of enrollees including the medical, psychiatric and social issues of enrollees served.Organize and facilitate the effective functioning of the Interdisciplinary Care Team (ICT), including coordinating meetings, facilitating communication and documentation.Monitor the enrollee’s health status and needs and provide nursing and medical care coordination, including revising health related treatment goals and plans in collaboration with the enrollee and the team.Coordinate the development, implementation, monitoring and review of the enrollee care plans, including health care strategies.Collaborate closely with PCP and other health care providers regarding changes in services, care transitions, crisis intervention; while focusing on continuity and quality of enrollee care and potential efficiencies and cost-savings.

Qualifications:

Solid understanding of person-centered and strengths-based principles and modalities.Experience working with people living with SMI and/or SUD.Licensure-MA license to practice independently (LICSW, LMHC) required.Knowledge of clinical and psychiatric rehabilitation values, principles and techniques.Ability to triage/balance competing priorities.Ability to work independently as well as part of a multi-disciplinary team.Effective communication skills- ability to facilitate, exceptional customer service; organizational skills.Strong organizational and time management skills.Demonstrated experience in clinical and case management.Problem solving skills- demonstrated experience in evaluating all aspects of a problem or opportunity and make or facilitate appropriate and timely decisions.Driving is a requirement for this position using a personal vehicle.Candidates with bi-lingual capacity eligible for $500 sign-on bonus.Keywords: Care coordination, Behavioral Health, Mental health, Licensed Clinician, Licensed Social Worker, Licensed Mental Health Counselor, ACO/MCO, Case Management, Mobile teams
Driving License Required? Yes



Benefits:

Excellent benefits package including health and dental insurance, 403(b) retirement plan, tuition reimbursement/remission, paid vacation & holidays, sick time pay, and employee referral bonuses.



TO APPLY:

Apply online by going to https://www.baycove/org/apply/index.cfm?pid=10471.


Bay Cove Human Services, 66 Canal Street, Boston, MA 02114 


Bay Cove is an Equal Opportunity/Affirmative Action Employer
"
91,Paid Intern Position ~ Personal Assistant / Driver,North Dartmouth,Dec  1,https://boston.craigslist.org/sob/npo/d/north-dartmouth-paid-intern-position/7239817251.html,"
compensation: $18 per hour

employment type: full-time

internship

non-profit organization

","

QR Code Link to This Post


Construction company, Real estate flipping and development company, and Non Profit Company owner is looking for an all around person to assist the owner in managing the day-to-day activities of his many construction business divisions, real estate purchases and remodels, new construction builds, rehabs etc... and newly started 501(3)(c) non profit company in the affordable housing sector to work on housing projects for veterans, the homeless, seniors and folks with substance abuse or other various disabilities

Must be detail oriented and be able to lift 50 lbs. Must pass a background check and drug test. Must have clean driving record and be able to drive different company vehicles including box trucks.

Please reply to this ad with these three items. Your resume (or job history if a resume is not available) and your email address and phone number.

Benefits:
Paid Holidays
Paid Vacation
Health Insurance
Dental Insurance
Life Insurance
Disability Insurance
Accident Insurance

Efficient Buildings LLC
Efficient Buildings Realty Group LLC
Flipping For Charities, Inc.    "
92,"Activities Coordinator, FRI-MON, 12:30PM-8PM",N/A,Nov 30,https://boston.craigslist.org/bmw/npo/d/boston-activities-coordinator-fri-mon/7239292982.html,"
compensation: 16.50 per hour

employment type: full-time

","

QR Code Link to This Post


SCHEDULE: 32 hours, Friday, Saturday, Sunday, and Monday, 12:00 p.m. – 8:30 p.m.


JOB DESCRIPTION:

The Activities Coordinator will be responsible to provide tenants with activities to enhance their housing experience that include leisure time activities, ADL training, milieu therapy, and recreational therapy of the program at New Chardon Street under the Behavioral Health Division of Pine Street in, a program that provides permanent housing to formerly homeless women using a Housing First/Stabilization model. The program serves women from diverse backgrounds, circumstances, and age groups. The mission of New Chardon program is to provide trauma-informed, gender sensitive and gender specific support services so that tenants can meet their special needs, heal, prepare to reintegrate into the community, and break the cycle of homelessness. Tenants will be assessed for their actual level of functioning in various spheres upon entering the program and supported in individual plans to improve and enhance this level. The Activities Coordinator organizes and facilities activities to enhance tenant’s housing experience, promotes independent living, encourages integration into the community and creates and maintains a respectful atmosphere. The goal of the work will be to enhance housing stability and psychosocial rehabilitation and to empower very chronic, mentally ill tenants to reach their highest level of functioning. 

REQUIREMENTS:
•High School Diploma or GED
•Valid Massachusetts driver’s license in good standing and acceptable driving record
•Minimum of two (2) years prior work experience working with homeless individuals suffering from disabilities in a shelter, community residence, or in an inpatient setting
•Experience as a team member; familiarity with the concepts of psychosocial rehabilitation and consumer empowerment 
•Experience conducting groups (eg: recreational groups or skill based groups-cooking groups)
•Some knowledge of chronic mental illness 
•Experience working with dually diagnosed individuals 
•Experience assisting people with ADL skills
•Experience planning recreational activities
•Ability to respond to individuals in crisis
•Ability to climb multiple sets of stairs quickly and frequently 
•Ability to accompany tenants to outside recreational activities 
•Ability to assist certain individuals with ADL skills 
•Ability to purchase and transport supplies needed for activities
•Ability to attend to multiple tasks, ability to tolerate stress, demonstrate patience 
•Ability to resolve conflicts diplomatically with supportiveness and nurturance
•Ability to set limits when needed, and observance of appropriate boundaries 
•Ability to be open minded about exploring creative new ways to help tenants maintain housing stability
•Willingness to use continuing education as a tool to gain ideas for improving tenant outcomes

Preferred:
• Previous experience working with a Housing First/Stabilization Model

Essential Functions Include But Are Not Limited To:
•Meet and assist tenants to provide them with activities enhance their housing experience that include: discovering leisure time activities, ADL training, milieu therapy, and providing opportunities for hobbies, entertainment and work readiness. 
•Conduct in-house recreational activities on a weekly basis, such as movie night, bingo, cards, music appreciation or other such pastimes. 
•Conduct in-house activities on a weekly basis that promote independent living such as cooking, accessing community activities, money management. 
•Assist each tenant with decorating their living space with plants, posters etc., as desired by tenant. 
•Confer regularly with other staff to promote program integrity and to proactively identify any group issues that need addressing. 
•Work with the Clinical/Lead Case Manager and Program Manager to develop multiple long-term recreational projects. 
•Collaborate with the Housing Stabilization Team to develop clinical and therapeutic groups and activities. 
•Organize community based activities and coordinate with other departments around the Inn, such as Volunteers, to facilitate getting tickets and other available offerings for the tenants 
•Organize community based activities and network with community resources to access movies, admissions, and other enhancements for the tenants in the program to facilitate community based activities. 
•Set a tone of respect and support for all tenants of the program. 
•Work with tenants in conjunction with the case manager to teach and reinforce good ADL skills, including but not limited to personal hygiene, budgeting, cooking, and leisure time activities. 
•Assist tenants in shopping, laundry, and other activities of daily living as needed or requested, in conjunction with the case manager. 
•Provide peer support for other staff at the New Chardon Street program. 
•Guide the chronically mentally ill tenants in an intentional progression towards increased autonomy, improved life skills, and enhanced quality of life. 
•Involve tenants in milieu to enhance connectedness with life satisfactions and responsibilities. 
•Attend team meetings for staff to do activity planning in conjunction with other team members. 
•Meet for regular supervision with the Clinical/Lead Case Manager. 
•Maintain necessary documentation, electronic health records, and statistics in a timely fashion. 
•Encourage tenants to be responsible neighbors and to take an interest in the surrounding community. 
•Plan, initiate, and participate in at least one (1) group activity with tenants per week. 
•Provide informal, normalizing socialization opportunities for tenants. 
•Plan holiday and birthday celebrations with interested tenants.
•Work with interested tenants 1:1, encouraging them to rediscover hobbies and favored pastimes. 
•Help tenants to bridge the gap between years of institutional shelter life, chronic homelessness and present self-determination. 
•Assist tenants as required for bed bug remediation as outline by PSI Bed Bug Policy. 
•Performs other related duties as required. This job description may be revised based on the development of the BH Division. 
•Due to emergency or unforeseen BH Division needs, staff may be temporarily or permanently reassigned to another PSI BH division programs at any given time. 
•Other duties as assigned in order to meet the needs of the organization during the COVID-19 pandemic or other public health or weather emergency.
Apply at:https://www.pinestreetinn.org/aboutus/careers

"
93,Family Support Worker- Full Time,Lynn,Nov 26,https://boston.craigslist.org/nos/npo/d/lynn-family-support-worker-full-time/7237440140.html,"
compensation: Centerboard offers competitive pay, benefits and time off.

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Family Support/Clerical Worker- Full Time

This position will provide day to day support to the Centerboard Family Resource Center and their clients. As part of Centerboard’s Family Resource Center all positions are responsible for leading some of the FRC's educational, counseling, recreational, financial literacy and other support programs offered.  The family support worker will provide direct support to families including information on services and educational resources. This position will ensure that the prescribed service flow for families is met or exceeded.  .
This is an exciting role as it is a brand new program and position. The startup and success of the Family Resource Center will need an individual who knows how to get a job done with creativity and resourcefulness.  If you are looking to utilize or expand your experience in the human services field to create a center that works with families and youth this is your opportunity to have a major impact on the opening and growth of a new program in the Lynn Community.

Required skills include the ability to prioritize tasks, communicate effectively/professionally, flexibility in a changing environment, creativity, ability to incorporate feedback, and strong organizational skills. 

An Associate’s Degree is preferred, some local travel and the ability to stand, sit and present information in a clear concise manner. The schedule is Full Time Monday-Friday 8am-5pm

If you enjoy working in a flexible environment and helping others please apply to the posting via the link below. 
https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?ci "
